图鉴编号	PokeAPI编号	日文名	中文名	英文名	是否默认形态	第一属性	第二属性	第一特性	第二特性	隐藏特性	体重(kg)	HP	攻击	防御	特攻	特防	速度	种族值总和	日文图鉴说明	英文图鉴说明	中文图鉴说明
927	927	バウッツェル	麻花犬	dachsbun	TRUE	fairy		well-baked-body		aroma-veil	14.9	57	80	115	50	80	95	477	からだから はなつ よいかおりが こむぎの せいちょうを たすけるため のうそんで たいせつにされてきた。	"The surface of this Pokémon’s skin hardens when exposed to intense heat, and its body has an appetizing aroma."	通过香气四溢的体味强烈地刺激对手使其产生饥饿感，来削弱其精力和体力。
928	928	ミニーブ	迷你芙	smoliv	TRUE	grass	normal	early-bird		harvest	6.5	41	35	45	58	51	30	260	あたまの みから オイルを だして てきから みを まもる。 オイルは とびあがるほど にがくて しぶい。	"This Pokémon converts nutrients into oil, which it stores in the fruit on its head. It can easily go a whole week without eating or drinking."	会把营养转换成油，并储存在头部的果实里。１个星期不吃不喝也无所谓。
929	929	オリーニョ	奥利纽	dolliv	TRUE	grass	normal	early-bird		harvest	11.9	52	53	60	78	78	33	354	フレッシュな かおりの おいしい オイルを わけてくれる。 ふるくから にんげんと きょうぞんしてきた。	"It basks in the sun to its heart’s content until the fruits on its head ripen. After that, Dolliv departs from human settlements and goes on a journey."	当头上的果实沐浴了充足的阳光而开始成熟时，它就会远离人烟，踏上旅途。
930	930	オリーヴァ	奥利瓦	arboliva	TRUE	grass	normal	seed-sower		harvest	48.2	78	69	90	125	109	39	510	おだやかで とても じひぶかい。 えいようほうふな おいしい オイルを よわった ポケモンに わけあたえる。	"This Pokémon drives back enemies by launching its rich, aromatic oil at them with enough force to smash a boulder."	会以连岩石都能粉碎的力道把香醇浓郁的油发射出去，击退敌人。
931	931	イキリンコ（グリーンフェザー）	怒鹦哥（绿羽毛）	squawkabilly-green-plumage	TRUE	normal	flying	intimidate	hustle	guts	2.4	82	96	51	45	51	92	417	まちなかで くらすことを このむ。 はねの いろで グループを つくり なわばりあらそいを くりひろげる。	"Green-feathered flocks hold the most sway. When they’re out searching for food in the mornings and evenings, it gets very noisy."	会根据羽毛的颜色来组队。绿色比其他颜色更易遗传，因此个体数很多。（绿羽毛）个体数位居第二，仅次于绿色的队。非常敌视绿队。（蓝羽毛）为了不被个体数多的队看不起，黄色的怒鹦哥变得越来越有攻击性。（黄羽毛）它们是个体数最少，不喜欢争执的队。但紧急时刻勇猛果敢。（白羽毛）
931	10260	イキリンコ（ブルーフェザー）	怒鹦哥（蓝羽毛）	squawkabilly-blue-plumage	FALSE	normal	flying	intimidate	hustle	guts	2.4	82	96	51	45	51	92	417	まちなかで くらすことを このむ。 はねの いろで グループを つくり なわばりあらそいを くりひろげる。	"Green-feathered flocks hold the most sway. When they’re out searching for food in the mornings and evenings, it gets very noisy."	会根据羽毛的颜色来组队。绿色比其他颜色更易遗传，因此个体数很多。（绿羽毛）个体数位居第二，仅次于绿色的队。非常敌视绿队。（蓝羽毛）为了不被个体数多的队看不起，黄色的怒鹦哥变得越来越有攻击性。（黄羽毛）它们是个体数最少，不喜欢争执的队。但紧急时刻勇猛果敢。（白羽毛）
931	10261	イキリンコ（イエローフェザー）	怒鹦哥（黄羽毛）	squawkabilly-yellow-plumage	FALSE	normal	flying	intimidate	hustle	sheer-force	2.4	82	96	51	45	51	92	417	まちなかで くらすことを このむ。 はねの いろで グループを つくり なわばりあらそいを くりひろげる。	"Green-feathered flocks hold the most sway. When they’re out searching for food in the mornings and evenings, it gets very noisy."	会根据羽毛的颜色来组队。绿色比其他颜色更易遗传，因此个体数很多。（绿羽毛）个体数位居第二，仅次于绿色的队。非常敌视绿队。（蓝羽毛）为了不被个体数多的队看不起，黄色的怒鹦哥变得越来越有攻击性。（黄羽毛）它们是个体数最少，不喜欢争执的队。但紧急时刻勇猛果敢。（白羽毛）
931	10262	イキリンコ（ホワイトフェザー）	怒鹦哥（白羽毛）	squawkabilly-white-plumage	FALSE	normal	flying	intimidate	hustle	sheer-force	2.4	82	96	51	45	51	92	417	まちなかで くらすことを このむ。 はねの いろで グループを つくり なわばりあらそいを くりひろげる。	"Green-feathered flocks hold the most sway. When they’re out searching for food in the mornings and evenings, it gets very noisy."	会根据羽毛的颜色来组队。绿色比其他颜色更易遗传，因此个体数很多。（绿羽毛）个体数位居第二，仅次于绿色的队。非常敌视绿队。（蓝羽毛）为了不被个体数多的队看不起，黄色的怒鹦哥变得越来越有攻击性。（黄羽毛）它们是个体数最少，不喜欢争执的队。但紧急时刻勇猛果敢。（白羽毛）
932	932	コジオ	盐石宝	nacli	TRUE	rock		purifying-salt	sturdy	clear-body	16	55	55	75	35	35	25	280	ちていの がんえんそうで うまれた。 きちょうな しおを わけてくれるため むかしは とくに だいじにされた。	"The ground scrapes its body as it travels, causing it to leave salt behind. Salt is constantly being created and replenished inside Nacli’s body."	由于盐石宝会在走过的地面留下岩盐的颗粒，因此从前就被称为盐路。
933	933	ジオヅム	盐石垒	naclstack	TRUE	rock		purifying-salt	sturdy	clear-body	105	60	60	100	35	65	35	355	しおを ふきだして えものに あびせ しおづけにしてしまう。 たいないの すいぶんを うばってしまうのだ。	It compresses rock salt inside its body and shoots out hardened salt pellets with enough force to perforate an iron sheet.	性格健忘。别说自己盐腌的猎物了，连训练家的指示也经常忘记。
934	934	キョジオーン	盐石巨灵	garganacl	TRUE	rock		purifying-salt	sturdy	clear-body	240	100	100	130	45	90	35	500	ゆびさきを こすりあわせて しおを ケガした ポケモンに ふりかけると ひどい きずも たちまち なおる。	"Many Pokémon gather around Garganacl, hoping to lick at its mineral-rich salt."	从盐石巨灵身上采集的岩盐富含回复成分，对维持健康很有帮助。
935	935	カルボウ	炭小侍	charcadet	TRUE	fire		flash-fire		flame-body	10.5	40	50	40	50	40	35	255	やけた もくたんに いのちが やどり ポケモンになった。 もえる とうしで きょうてきにも たたかいを いどむ。	"Its firepower increases when it fights, reaching over 1,800 degrees Fahrenheit. It likes berries that are rich in fat."	会使用操纵火焰的招式，自古以来就一直都是深受人类重视的宝可梦。
936	936	グレンアルマ	红莲铠骑	armarouge	TRUE	fire	psychic	flash-fire		weak-armor	85	85	60	100	125	80	75	525	おおくの ぶくんを たてた せんしの よろいによって しんかした すがた。 ちゅうせいしんの あつい ポケモン。	"This Pokémon clads itself in armor that has been fortified by psychic and fire energy, and it shoots blazing fireballs."	它会对训练家宣誓忠诚，但为了锻炼超能力能量，会独自反复进行训练。
937	937	ソウブレイズ	苍炎刃鬼	ceruledge	TRUE	fire	ghost	flash-fire		weak-armor	62	75	125	80	60	100	85	525	りょううでの ほのおのつるぎは こころざしなかばで ちからつきた けんしの おんねんで もえあがる。	An old set of armor steeped in grudges caused this Pokémon’s evolution. Ceruledge cuts its enemies to pieces without mercy.	它会对训练家宣誓忠诚，一旦发现谁带有敌意，便会二话不说地劈过去。
938	938	ズピカ	光蚪仔	tadbulb	TRUE	electric		own-tempo	static	damp	0.4	61	31	41	59	35	45	272	しっぽを ふって はつでんする。 きけんを かんじると あたまを てんめつさせて なかまに つたえる。	"It floats using the electricity stored in its body. When thunderclouds are around, Tadbulb will float higher off the ground."	会靠储存在体内的电力来浮在空中。出现雷云时能比平时浮得更高。
939	939	ハラバリー	电肚蛙	bellibolt	TRUE	electric		electromorphosis	static	damp	113	109	64	91	103	83	45	495	ブヨンブヨンの からだを のびちぢみ させると おなかの へそダイナモが だいでんりょくを はっせいさせる。	What appear to be eyeballs are actually organs for discharging the electricity generated by Bellibolt’s belly-button dynamo.	看似眼球的部位其实是放电器官，能够用来发射腹部的发电脐所制造的电力。
940	940	カイデン	电海燕	wattrel	TRUE	electric	flying	wind-power	volt-absorb	competitive	3.6	40	40	35	55	40	70	280	つばさの ほねは かぜを うけると でんきを つくる。 うみに とびこみ えものを かんでんさせて とらえる。	"These Pokémon make their nests on coastal cliffs. The nests have a strange, crackling texture, and they’re a popular delicacy."	在海岸的悬崖上筑巢。它的巢具有在嘴里蹦跳的神奇口感，因此是受欢迎的珍味佳肴。
941	941	タイカイデン	大电海燕	kilowattrel	TRUE	electric	flying	wind-power	volt-absorb	competitive	38.6	70	70	60	105	60	125	490	のどぶくろを ふくらませて でんきを ぞうふくさせる。 かぜに のって 1にちで 700キロを ひこうする。	"It uses its throat sac to store electricity generated by its wings. There’s hardly any oil in its feathers, so it is a poor swimmer."	会把翅膀制造的电储存到喉囊里。由于羽毛所含的油脂非常少，因此它不是很擅长游泳。
942	942	オラチフ	偶叫獒	maschiff	TRUE	dark		intimidate	run-away	stakeout	16	60	78	60	40	51	51	340	あいてに なめられないように いつも しかめっつらをしているが ないている こどもは そのかおで わらいだす。	"Its well-developed jaw and fangs are strong enough to crunch through boulders, and its thick fat makes for an excellent defense."	群体的凝聚力非常强。为了不被看扁，会露出不悦的表情威慑对手。
943	943	マフィティフ	獒教父	mabosstiff	TRUE	dark		intimidate	guard-dog	stakeout	61	80	120	90	60	70	85	505	おおきな のどぶくろに エネルギーを たくわえることができる。 いっきに ほうしゅつして てきを ふきとばす。	"Mabosstiff loves playing with children. Though usually gentle, it takes on an intimidating look when protecting its family."	拥有和外表不相称的好心肠。但如果家人受到对手威胁，则会无情地追击并了结对手。
944	944	シルシュルー	滋汁鼹	shroodle	TRUE	poison	normal	unburden	pickpocket	prankster	0.7	40	65	35	40	35	75	290	おんこうだが おこらせると どくが しみこんだ するどい まえばで かみつき しびれさせてくるぞ。	"To keep enemies away from its territory, it paints markings around its nest using a poisonous liquid that has an acrid odor."	凭借与其小小身体不相称的又长又大的门牙和毒唾液来抵抗敌人，保卫自身。
